pano,ONSConstID,ConstituencyName,Region,ConstituencyType,IndexOfChange,Winner19,Second19,Con19,Lab19,LD19,SNP19,PC19,Green19,Brexit19,Other19,Majority19,Turnout19,ConVote19,LabVote19,LDVote19,SNPVote19,PCVote19,GreenVote19,BrexitVote19,OtherVote19,TotalVote19,Electorate19
1,W07000081,Aberafan Maesteg,Wales,County,69.2,Lab,Con,22.63,52.92,3.7,0,8.98,1.58,8.54,1.65,30.29,63.6,10052,23509,1645,0,3991,701,3794,731,44423,69817
2,S14000060,Aberdeen North,Scotland,Borough,61.3,SNP,Con,24.55,11.98,7.73,52.9,0,1.22,1.62,0,28.35,65.2,12306,6005,3875,26516,0,612,813,0,50127,76895
3,S14000061,Aberdeen South,Scotland,Borough,21.1,SNP,Con,34.36,8.77,10.69,45.26,0,0.53,0.39,0,10.9,65.5,17220,4394,5358,22683,0,268,195,0,50118,76560
4,S14000062,Aberdeenshire North and Moray East,Scotland,County,48.9,Con,SNP,48.32,4.17,4.42,43.09,0,0,0,0,5.23,64.2,22174,1914,2028,19775,0,0,0,0,45891,71485
5,S14000058,West Aberdeenshire and Kincardine,Scotland,County,none,Con,SNP,42.65,4.56,11.72,41.07,0,0,0,0,1.58,72.4,22752,2431,6253,21909,0,0,0,0,53345,73634
6,S14000063,Airdrie and Shotts,Scotland,County,10.8,SNP,Lab,17.26,33.11,3.57,44.6,0,1.46,0,0,11.49,65.8,8000,15343,1652,20667,0,676,0,0,46338,70420
7,E14001063,Aldershot,South East,Borough,6.6,Con,Lab,56.83,22.13,17.5,0,0,3.55,0,0,34.7,67.5,29453,11468,9068,0,0,1839,0,0,51828,76765
8,E14001064,Aldridge-Brownhills,West Midlands,Borough,20.7,Con,Lab,69.61,21.52,5.61,0,0,1.84,0.71,0.71,48.09,64.7,32941,10183,2654,0,0,873,334,336,47321,73122
9,S14000064,Alloa and Grangemouth,Scotland,County,99.7,SNP,Con,24.8,14.5,5.31,52.67,0,1.48,0.39,0.84,27.87,63.2,11323,6622,2426,24050,0,678,177,382,45658,72265
10,E14001065,Altrincham and Sale West,North West,Borough,none,Con,Lab,48.05,36.84,11.02,0,0,2.86,0,1.24,11.21,74.1,26311,20172,6036,0,0,1566,0,678,54763,73934
11,W07000082,Alyn and Deeside,Wales,County,20.1,Lab,Con,41.95,42.74,5.91,0,3.4,0,5.99,0,0.79,69.2,21963,22374,3095,0,1781,0,3137,0,52350,75695
12,E14001066,Amber Valley,East Midlands,County,0.1,Con,Lab,63.84,26.81,6.3,0,0,3.05,0,0,37.03,64.6,29118,12227,2875,0,0,1389,0,0,45609,70625
13,S14000065,Angus and Perthshire Glens,Scotland,County,91.6,SNP,Con,39.8,4.25,4.96,50.42,0,0,0.58,0,10.62,73.4,22504,2402,2803,28509,0,0,329,0,56547,77006
17,S14000066,Arbroath and Broughty Ferry,Scotland,County,56.8,SNP,Con,30.26,10.21,8,50.94,0,0,0,0.6,20.68,67.9,15773,5321,4168,26550,0,0,0,312,52124,76810
18,S14000067,"Argyll, Bute and South Lochaber",Scotland,County,6.1,SNP,Con,34.51,7.08,14.14,44.16,0,0,0.11,0,9.65,70.7,17506,3592,7172,22403,0,0,54,0,50727,71707
19,E14001067,Arundel and South Downs,South East,County,57.8,Con,LD,60.44,15.68,18.95,0,0,3.98,0,0.96,41.49,75.5,35117,9108,11012,0,0,2312,0,556,58105,76974
20,E14001068,Ashfield,East Midlands,County,18,Con,Other,39.2,25.58,2.07,0,0,1.31,4.98,26.86,12.35,61.5,16838,10986,890,0,0,563,2137,11535,42949,69819
21,E14001069,Ashford,South East,County,54.7,Con,Lab,59.2,23.77,10.65,0,0,4.6,0,1.77,35.43,66.1,28759,11548,5176,0,0,2234,0,862,48579,73546
22,E14001070,Ashton-under-Lyne,North West,Borough,50.9,Lab,Con,36.2,47.53,4.29,0,0,3.48,8.5,0,11.33,57.2,14978,19667,1774,0,0,1440,3518,0,41377,72278
23,E14001071,Aylesbury,South East,County,54.3,Con,Lab,51.69,22.95,21.89,0,0,2.94,0.53,0,28.75,76.5,29924,13284,12670,0,0,1701,309,0,57888,75636
24,S14000006,"Ayr, Carrick and Cumnock",Scotland,County,none,SNP,Con,38.51,13.35,4.63,43.51,0,0,0,0,5,64.7,17943,6219,2158,20272,0,0,0,0,46592,72057
25,S14000010,Central Ayrshire,Scotland,County,none,SNP,Con,34.77,14.15,4.91,46.17,0,0,0,0,11.4,66.7,16182,6583,2283,21486,0,0,0,0,46534,69779
26,S14000048,North Ayrshire and Arran,Scotland,County,none,SNP,Con,30.85,13.92,4.38,48.54,0,2.31,0,0,17.7,65.4,14855,6702,2107,23376,0,1114,0,0,48154,73588
27,E14001072,Banbury,South East,County,55.2,Con,Lab,51.95,24.79,20.34,0,0,2.91,0,0,27.16,72.6,26397,12598,10335,0,0,1480,0,0,50810,69943
28,W07000083,Bangor Aberconwy,Wales,County,57.1,Con,Lab,39.98,38.44,4.42,0,16.21,0,0.94,0,1.55,68.7,19355,18606,2142,0,7849,0,455,0,48407,70468
29,E14001073,Barking,London,Borough,8.7,Lab,Con,26.82,60.94,3.31,0,0,1.83,7.1,0,34.11,57.1,11003,24996,1356,0,0,750,2914,0,41019,71822
30,E14001074,Barnsley North,Yorkshire and The Humber,County,38.6,Lab,Brexit,23.97,38.54,3.57,0,0,2.36,29.54,2.02,8.9973,57.9,10663,17141,1588,0,0,1051,13139,898,44480,76794
31,E14001075,Barnsley South,Yorkshire and The Humber,County,61.4,Lab,Brexit,22.65,41.82,3.5,0,0,2.06,29.23,0.74,12.584,49.4,8497,15684,1311,0,0,773,10964,279,37508,75896
32,E14001076,Barrow and Furness,North West,County,11.5,Con,Lab,53.05,38.19,4.51,0,0,1.54,2.71,0,14.86,65.3,26551,19115,2256,0,0,770,1355,0,50047,76603
33,E14001077,Basildon and Billericay,East of England,Borough,9.7,Con,Lab,65.88,21.6,8.42,0,0,2.98,0,1.12,44.29,60.9,30867,10118,3947,0,0,1395,0,526,46853,76993
34,E14001480,South Basildon and East Thurrock,East of England,County,20.7,Con,Lab,65.44,23.56,4.1,0,0,0.15,0,6.74,41.88,61,29271,10540,1836,0,0,68,0,3014,44729,73322
35,E14001078,Basingstoke,South East,Borough,21.1,Con,Lab,52.69,28.65,13.28,0,0,3.92,0,1.46,24.03,66.4,26966,14665,6797,0,0,2007,0,746,51181,77050
36,E14001079,Bassetlaw,East Midlands,County,4.3,Con,Lab,54.41,28.01,6.73,0,0,0,10.85,0,26.4,62.9,25941,13353,3210,0,0,0,5173,0,47677,75773
37,E14001080,Bath,South West,County,8.5,LD,Con,32.09,12.52,53.41,0,0,0.26,1.13,0.6,21.32,77.7,18251,7120,30376,0,0,146,642,341,56876,73241
38,S14000068,Bathgate and Linlithgow,Scotland,County,37.3,SNP,Con,24.64,18.79,8.22,43.01,0,2.18,1.91,1.25,18.36,65.9,11635,8874,3881,20306,0,1029,904,588,47217,71650
39,E14001081,Battersea,London,Borough,9.3,Lab,Con,35.38,46.35,15.14,0,0,2.48,0.64,0,10.97,76.3,19431,25457,8316,0,0,1364,350,0,54918,71949
40,E14001082,Beaconsfield,South East,County,7.9,Con,Other,55.5,9.9,0,0,0,3.68,0,30.92,26.17,72.8,29211,5211,0,0,0,1935,0,16276,52633,72315
41,E14001083,Beckenham and Penge,London,Borough,84,Lab,Con,39.05,40.1,16.06,0,0,4.02,0.77,0,1.05,78.5,23487,24118,9657,0,0,2416,464,0,60142,76625
42,E14001084,Bedford,East of England,Borough,3.3,Lab,Con,41.95,44.34,10.03,0,0,1.98,1.7,0,2.39,66.5,19550,20663,4672,0,0,924,794,0,46603,70068
43,E14001359,Mid Bedfordshire,East of England,County,19.3,Con,Lab,60.47,20.51,12.51,0,0,3.89,0,2.63,39.96,71.5,31034,10525,6420,0,0,1998,0,1348,51325,71748
44,E14001384,North Bedfordshire,East of England,County,28.2,Con,Lab,61.14,19.09,13.17,0,0,2.82,0.18,3.6,42.05,73.6,34360,10729,7403,0,0,1585,102,2023,56202,76319
49,E14001085,Bermondsey and Old Southwark,London,Borough,25.3,Lab,LD,16.8,49.64,31.08,0,0,0.05,2.43,0,18.56,65,7710,22776,14261,0,0,25,1113,0,45885,70602
50,S14000008,"Berwickshire, Roxburgh and Selkirk",Scotland,County,none,Con,SNP,48.45,4.73,8.07,38.76,0,0,0,0,9.69,71.2,25747,2513,4287,20599,0,0,0,0,53146,74687
51,E14001086,Bethnal Green and Stepney,London,Borough,35.8,Lab,Con,10.14,73.51,9.28,0,0,4.21,1.99,0.88,63.37,64.9,5065,36720,4634,0,0,2101,992,439,49951,77000
52,E14001087,Beverley and Holderness,Yorkshire and The Humber,County,10.6,Con,Lab,60.99,24.66,9.25,0,0,2.49,0,2.6,36.33,69.6,30179,12203,4579,0,0,1234,0,1288,49483,71102
53,E14001088,Bexhill and Battle,South East,County,26.1,Con,Lab,61.76,20.77,13.39,0,0,4.08,0,0,40.98,70.2,30716,10332,6658,0,0,2031,0,0,49737,70869
54,E14001089,Bexleyheath and Crayford,London,Borough,33.1,Con,Lab,60.78,28.99,5.99,0,0,2.26,0.88,1.1,31.79,67.6,28750,13712,2832,0,0,1070,416,520,47300,69948
55,E14001090,Bicester and Woodstock,South East,County,99.7,Con,LD,53.91,16.85,26.59,0,0,2.36,0.29,0,27.32,73.9,28030,8762,13825,0,0,1225,149,0,51991,70389
56,E14001091,Birkenhead,North West,Borough,18.7,Lab,Con,15.58,60,3.98,0,0,3,3.37,14.07,44.42,67.9,8063,31056,2062,0,0,1552,1744,7285,51762,76271
57,E14001092,Birmingham Edgbaston,West Midlands,Borough,13.6,Lab,Con,35.45,52.32,7.25,0,0,2.57,2.4,0,16.87,63.9,16167,23858,3306,0,0,1172,1096,0,45599,71354
58,E14001093,Birmingham Erdington,West Midlands,Borough,18.4,Lab,Con,41.48,49.44,3.25,0,0,1.8,4.03,0,7.96,54,17213,20518,1349,0,0,746,1673,0,41499,76856
59,E14001094,Birmingham Hall Green and Moseley,West Midlands,Borough,15.8,Lab,Con,15.02,66.25,7.16,0,0,1.68,1.93,7.96,51.23,68.3,7772,34279,3703,0,0,869,997,4119,51739,75781
60,E14001095,Birmingham Hodge Hill and Solihull North,West Midlands,Borough,73.6,Lab,Con,28.56,59.92,4.33,0,0,3.49,3.08,0.62,31.36,53.7,11793,24744,1788,0,0,1441,1271,257,41294,76922
61,E14001096,Birmingham Ladywood,West Midlands,Borough,64.6,Lab,Con,9.84,83,2.77,0,0,1.85,2.2,0.35,73.16,58.2,4381,36964,1233,0,0,823,980,154,44535,76585
62,E14001097,Birmingham Northfield,West Midlands,Borough,3,Con,Lab,46.08,42.7,4.61,0,0,2.22,3.8,0.58,3.38,59.5,20135,18657,2013,0,0,972,1661,254,43692,73483
63,E14001098,Birmingham Perry Barr,West Midlands,Borough,37.9,Lab,Con,20.42,68.01,6.53,0,0,1.88,2.84,0.32,47.59,63.4,9582,31907,3062,0,0,883,1333,148,46915,74048
64,E14001099,Birmingham Selly Oak,West Midlands,Borough,5.8,Lab,Con,31.63,55.71,6.24,0,0,3.69,2.73,0,24.09,63.4,15291,26936,3018,0,0,1783,1319,0,48347,76285
65,E14001100,Birmingham Yardley,West Midlands,Borough,32,Lab,Con,26.75,58.1,8.93,0,0,1.2,5.02,0,31.36,58.3,11208,24349,3743,0,0,503,2103,0,41906,71912
66,E14001101,Bishop Auckland,North East,County,52.9,Con,Lab,53,36.61,3.6,0,0,0.61,5.53,0.66,16.39,69.9,26239,18126,1782,0,0,300,2739,325,49511,70879
67,E14001102,Blackburn,North West,Borough,3.1,Lab,Con,23.33,65.98,2.42,0,0,1.6,5.93,0.73,42.65,61.8,10182,28798,1058,0,0,698,2590,319,43645,70586
68,E14001103,Blackley and Middleton South,North West,Borough,75.7,Lab,Con,28.23,59.01,3.01,0,0,2.03,7.72,0,30.78,52.6,10599,22157,1130,0,0,764,2898,0,37548,71375
69,E14001104,Blackpool North and Fleetwood,North West,Borough,80.1,Con,Lab,55.84,35.62,4.04,0,0,1.91,1.71,0.89,20.22,66.4,27946,17827,2020,0,0,954,858,443,50048,75396
70,E14001105,Blackpool South,North West,Borough,33.7,Con,Lab,48.84,40.12,3.53,0,0,1.91,4.74,0.87,8.72,55.8,20715,17015,1497,0,0,810,2009,368,42414,76071
71,W07000084,Blaenau Gwent and Rhymney,Wales,County,39.6,Lab,Con,19.59,50.4,3.74,0,6.38,0.99,17.99,0.9,30.81,59.2,8246,21215,1576,0,2687,418,7574,378,42094,71079
72,E14001106,Blaydon and Consett,North East,County,99.2,Lab,Con,34.86,43.98,4.57,0,0,3.03,9.7,3.87,9.12,66.9,16371,20656,2146,0,0,1421,4555,1816,46965,70163
73,E14001107,Blyth and Ashington,North East,County,72.1,Lab,Con,33.45,47.69,6.42,0,0,2.9,9.12,0.41,14.23,57,14382,20500,2761,0,0,1248,3921,178,42990,75452
74,E14001108,Bognor Regis and Littlehampton,South East,Borough,29.8,Con,Lab,62.17,18.97,13.29,0,0,3.26,0,2.31,43.2,68.2,32645,9963,6978,0,0,1711,0,1213,52510,76985
75,E14001109,Bolsover,East Midlands,County,0.8,Con,Lab,47.71,36.17,3.81,0,0,1.57,8.58,2.16,11.54,61.2,21792,16519,1741,0,0,717,3920,987,45676,74680
76,E14001110,Bolton North East,North West,Borough,14.4,Con,Lab,45.01,42.45,4.39,0,0,1.61,6.54,0,2.56,64.7,22436,21158,2188,0,0,803,3259,0,49844,77020
77,E14001111,Bolton South and Walkden,North West,Borough,66.5,Lab,Con,31.74,56.59,3.85,0,0,2.45,5.37,0,24.85,58.1,13961,24890,1695,0,0,1077,2361,0,43984,75716
78,E14001112,Bolton West,North West,County,28.6,Con,Lab,56.54,35.25,5.64,0,0,1.79,0.77,0,21.29,69.1,28197,17578,2815,0,0,893,385,0,49868,72125
79,E14001113,Bootle,North West,Borough,none,Lab,Con,9.17,79.44,3.71,0,0,2.37,5.31,0,70.27,65.4,4510,39066,1822,0,0,1166,2610,0,49174,75194
80,E14001114,Boston and Skegness,East Midlands,County,9.2,Con,Lab,76.43,15.56,4.84,0,0,0,0,3.17,60.87,59.4,34406,7004,2180,0,0,0,0,1428,45018,75806
81,E14001115,Bournemouth East,South West,Borough,0.1,Con,Lab,50.59,32.72,10.98,0,0,4.16,0,1.54,17.87,67.4,24957,16140,5418,0,0,2052,0,761,49328,73173
82,E14001116,Bournemouth West,South West,Borough,7.6,Con,Lab,53.58,31.85,10.06,0,0,4.52,0,0,21.73,63.5,24512,14571,4603,0,0,2066,0,0,45752,72094
83,E14001117,Bracknell,South East,Borough,26.4,Con,Lab,55.5,25.36,13.98,0,0,3.98,0,1.18,30.13,66.7,26022,11893,6555,0,0,1865,0,553,46888,70247
84,E14001118,Bradford East,Yorkshire and The Humber,Borough,2.1,Lab,Con,21.71,62.98,7.67,0,0,1.48,6.15,0,41.27,59.6,9344,27105,3302,0,0,638,2647,0,43036,72150
85,E14001119,Bradford South,Yorkshire and The Humber,Borough,2.3,Lab,Con,40.06,46.74,3.71,0,0,2.46,7.02,0,6.67,57.7,16381,19110,1519,0,0,1007,2872,0,40889,70890
86,E14001120,Bradford West,Yorkshire and The Humber,Borough,none,Lab,Con,15.18,76.22,3.05,0,0,1.84,3.52,0.2,61.04,62.1,6717,33736,1349,0,0,813,1556,90,44261,71258
87,E14001121,Braintree,East of England,County,18.2,Con,Lab,67.47,18.18,9.7,0,0,0.45,0,4.2,49.28,68.3,34863,9397,5013,0,0,233,0,2169,51675,75662
88,W07000085,"Brecon, Radnor and Cwm Tawe",Wales,County,33.9,Con,LD,46.61,17.53,29.22,0,3.24,0.42,1.84,1.13,17.39,72.5,24368,9164,15277,0,1692,221,964,590,52276,72113
89,E14001122,Brent East,London,Borough,53.7,Lab,Con,23.5,63.84,9.02,0,0,3.24,0.4,0,40.34,58,10344,28100,3972,0,0,1426,175,0,44017,75880
90,E14001123,Brent West,London,Borough,44.7,Lab,Con,33.8,53.28,9.11,0,0,1.71,1.55,0.56,19.48,63.3,16361,25792,4408,0,0,826,750,270,48407,76463
91,E14001124,Brentford and Isleworth,London,Borough,44.6,Lab,Con,28.3,50.33,16.32,0,0,2.98,2.06,0,22.03,67.6,14609,25978,8425,0,0,1540,1063,0,51615,76354
92,E14001125,Brentwood and Ongar,East of England,County,0.2,Con,Lab,68.54,13.69,13.59,0,0,3.17,0,1.01,54.86,70.5,36202,7228,7179,0,0,1675,0,532,52816,74937
93,W07000086,Bridgend,Wales,County,46.2,Con,Lab,43.96,38.49,5.25,0,5.23,1.86,5.22,0,5.47,66,20531,17978,2453,0,2441,868,2437,0,46708,70770
94,E14001126,Bridgwater,South West,County,60.5,Con,Lab,57.9,20.74,17.63,0,0,2.06,0,1.68,37.16,63,26058,9334,7932,0,0,925,0,755,45004,71418
95,E14001127,Bridlington and the Wolds,Yorkshire and The Humber,County,31.1,Con,Lab,66.57,19.88,7.49,0,0,2.85,0,3.21,46.69,64.1,30916,9231,3479,0,0,1323,0,1491,46440,72501
96,E14001128,Brigg and Immingham,Yorkshire and The Humber,County,65.8,Con,Lab,71.94,20.2,4.38,0,0,2.78,0.7,0,51.74,66,33989,9545,2067,0,0,1315,329,0,47245,71628
97,E14001129,Brighton Kemptown and Peacehaven,South East,Borough,1.6,Lab,Con,34.43,51.18,6,0,0,5.69,2.7,0,16.75,70.8,17019,25299,2964,0,0,2813,1335,0,49430,69865
98,E14001130,Brighton Pavilion,South East,Borough,1.5,Green,Lab,17.74,22.67,0,0,0,57.05,1.33,1.21,34.38,75.4,10129,12945,0,0,0,32575,762,690,57101,75722
99,E14001131,Bristol Central,South West,Borough,29.7,Lab,Green,14.34,58.48,0,0,0,26.02,1.15,0,32.47,73.2,7376,30077,0,0,0,13381,593,0,51427,70227
100,E14001132,Bristol East,South West,Borough,79.7,Lab,Con,23.31,58.39,6.95,0,0,8.44,2.92,0,35.08,72.8,12887,32280,3840,0,0,4664,1615,0,55286,75936
101,E14001133,Bristol North East,South West,Borough,116.4,Lab,Con,39.12,50.3,5.1,0,0,3.98,1.49,0,11.17,70.1,19134,24598,2494,0,0,1948,731,0,48905,69793
102,E14001134,Bristol North West,South West,Borough,23.7,Lab,Con,36.49,48.88,8.11,0,0,6.38,0.14,0,12.39,76.1,21312,28547,4735,0,0,3728,83,0,58405,76783
103,E14001135,Bristol South,South West,Borough,11.7,Lab,Con,32.82,51.62,6.24,0,0,5.07,4.26,0,18.81,64.6,15840,24917,3012,0,0,2445,2054,0,48268,74696
104,E14001136,Broadland and Fakenham,East of England,County,6.7,Con,Lab,59.15,21.61,16.06,0,0,2.5,0,0.69,37.54,72.4,31239,11414,8480,0,0,1318,0,363,52814,72907
105,E14001137,Bromley and Biggin Hill,London,Borough,98.3,Con,Lab,54.45,25.13,15.98,0,0,3.68,0,0.76,29.31,69.7,26710,12330,7838,0,0,1806,0,374,49058,70418
106,E14001138,Bromsgrove,West Midlands,Borough,none,Con,Lab,63.4,20.82,12.49,0,0,3.29,0,0,42.57,72.1,34408,11302,6779,0,0,1783,0,0,54272,75305
107,E14001139,Broxbourne,East of England,County,15.3,Con,Lab,64.24,23.99,9,0,0,2.77,0,0,40.26,63.2,30627,11435,4292,0,0,1321,0,0,47675,75454
108,E14001140,Broxtowe,East Midlands,County,33,Con,Lab,45.17,38,0.51,0,0,3.01,0.68,12.63,7.16,73.6,24083,20264,270,0,0,1606,364,6734,53321,72461
109,E14001141,Buckingham and Bletchley,South East,County,91.5,Con,Lab,53.06,27.69,15.43,0,0,1.2,0.97,1.66,25.37,71.4,27912,14567,8118,0,0,629,508,875,52609,73644
110,E14001360,Mid Buckinghamshire,South East,County,114.3,Con,LD,61.45,15.28,19.68,0,0,2.72,0.86,0,41.77,75.1,33321,8283,10673,0,0,1477,469,0,54223,72240
111,E14001142,Burnley,North West,County,16.1,Con,Lab,40.46,40.19,7.67,0,0,1.8,7.14,2.75,0.27,62.4,19056,18929,3614,0,0,847,3362,1294,47102,75436
112,E14001143,Burton and Uttoxeter,West Midlands,Borough,none,Con,Lab,60.65,30.91,5.5,0,0,2.94,0,0,29.74,64.6,29560,15064,2681,0,0,1433,0,0,48738,75460
113,E14001144,Bury North,North West,Borough,12.6,Con,Lab,47.29,44.89,3.07,0,0,1.76,2.7,0.3,2.4,69.4,25285,24003,1639,0,0,939,1446,158,53470,77009
114,E14001145,Bury South,North West,Borough,23.2,Con,Lab,43.47,41.58,6.16,0,0,1.81,3.72,3.25,1.88,66.5,21574,20639,3059,0,0,900,1847,1615,49634,74598
115,E14001146,Bury St Edmunds and Stowmarket,East of England,County,33.2,Con,Lab,62.92,20.84,1.08,0,0,12.42,0,2.73,42.08,69.4,33023,10938,565,0,0,6520,0,1435,52481,75655
116,W07000087,Caerfyrddin,Wales,County,57.6,Con,PC,39.16,25.08,1.29,0,30.67,0,3.79,0,8.49,73.4,20891,13380,686,0,16362,0,2023,0,53342,72683
117,W07000088,Caerphilly,Wales,County,30.8,Lab,Con,28.58,43.89,0.72,0,14.71,0.36,11.73,0,15.31,62.2,12882,19783,323,0,6630,164,5287,0,45069,72458
118,S14000069,"Caithness, Sutherland and Easter Ross",Scotland,County,60.2,SNP,LD,17.33,5.31,33.59,38.88,0,0.64,2.86,1.38,5.29,70.1,9139,2799,17710,20498,0,336,1510,728,52720,75173
119,E14001147,Calder Valley,Yorkshire and The Humber,County,3.6,Con,Lab,51.35,42.31,5.06,0,0,0,0,1.28,9.05,74.3,28991,23884,2858,0,0,0,0,721,56454,75987
120,E14001148,Camborne and Redruth,South West,County,19.6,Con,Lab,53.26,34.17,8.47,0,0,2.79,0,1.31,19.09,70.1,27471,17623,4370,0,0,1441,0,676,51581,73568
121,E14001149,Cambridge,East of England,Borough,7.6,Lab,LD,14.76,47.45,31.16,0,0,4.16,1.93,0.54,16.28,68.6,7344,23600,15501,0,0,2068,958,269,49740,72560
122,E14001390,North East Cambridgeshire,East of England,County,15.7,Con,Lab,73.87,16.05,6.71,0,0,3.37,0,0,57.82,63,32934,7155,2992,0,0,1503,0,0,44584,70806
123,E14001401,North West Cambridgeshire,East of England,County,25.1,Con,Lab,59.96,23.75,11,0,0,5.24,0.05,0,36.21,63.9,28201,11169,5173,0,0,2464,25,0,47032,73556
124,E14001481,South Cambridgeshire,East of England,County,62.2,Con,LD,43.53,15.13,41.04,0,0,0.16,0.14,0,2.49,79.6,26153,9091,24655,0,0,96,83,0,60078,75484
125,E14001150,Cannock Chase,West Midlands,Borough,none,Con,Lab,68.31,25.39,0,0,0,6.3,0,0,42.92,61.3,31636,11757,0,0,0,2920,0,0,46313,75582
126,E14001151,Canterbury,South East,County,5.7,Lab,Con,44.82,48.6,5.7,0,0,0,0,0.88,3.78,75.7,25622,27782,3257,0,0,0,0,505,57166,75499
127,W07000089,Cardiff East,Wales,Borough,63.9,Lab,Con,22.7143,59.22,12.3,0,0.63,0.64,3.46,1.04,36.51,64.6,10626,27705,5752,0,294,300,1617,487,46781,72463
128,W07000090,Cardiff North,Wales,Borough,4.3,Lab,Con,35.74,49.59,6.55,0,3.45,1.5,2.65,0.53,13.85,76.9,19551,27130,3582,0,1888,820,1450,288,54709,71143
129,W07000091,Cardiff South and Penarth,Wales,County,57.4,Lab,Con,30.14,53.66,7,0,4.15,2.29,2.76,0,23.53,69.7,15179,27030,3528,0,2091,1153,1389,0,50370,72269
130,W07000092,Cardiff West,Wales,Borough,8.9,Lab,Con,29.85,50.15,5.29,0,8.51,2.2,3.69,0.31,20.3,70.2,15505,26051,2749,0,4419,1141,1917,159,51941,73947
131,E14001152,Carlisle,North West,County,36.7,Con,Lab,56.52,34.48,5,0,0,1.61,0,2.4,22.03,67.5,28959,17669,2560,0,0,823,0,1229,51240,75868
132,E14001153,Carshalton and Wallington,London,Borough,none,Con,LD,42.41,12.39,41.13,0,0,1.55,2.12,0.41,1.28,67.5,20822,6081,20193,0,0,759,1043,200,49098,72755
133,E14001154,Castle Point,East of England,Borough,2.3,Con,Lab,76.54,16.81,6.64,0,0,0,0,0,59.73,63.8,34611,7602,3004,0,0,0,0,0,45217,70923
134,W07000093,Ceredigion Preseli,Wales,County,31.9,PC,Con,28.26,20.77,14.63,0,31.05,1.28,3.99,0,2.79,69.8,14602,10733,7561,0,16045,663,2063,0,51667,74063
135,E14001157,Chatham and Aylesford,South East,County,25.1,Con,Lab,65.89,24.43,6.73,0,0,2.48,0,0.46,41.46,61.2,30183,11191,3085,0,0,1138,0,212,45809,74840
136,E14001158,Cheadle,North West,Borough,none,Con,LD,45.96,12.26,41.78,0,0,0,0,0,4.18,75.8,25694,6851,23358,0,0,0,0,0,55903,73775
137,E14001159,Chelmsford,East of England,Borough,5.4,Con,LD,54.71,18.15,26.07,0,0,0,0,1.08,28.64,70.4,29447,9768,14031,0,0,0,0,580,53826,76454
138,E14001160,Chelsea and Fulham,London,Borough,26.7,Con,Lab,45.47,29.05,23.83,0,0,0.42,0.32,0.91,16.42,71.6,24909,15916,13053,0,0,228,175,500,54781,76481
139,E14001161,Cheltenham,South West,Borough,5.9,Con,LD,48.46,4.8,45.96,0,0,0,0,0.78,2.5,75.5,27563,2733,26142,0,0,0,0,445,56883,75292
140,E14001162,Chesham and Amersham,South East,County,36,Con,LD,56.35,13.91,22.43,0,0,4.84,0,2.47,33.91,72.4,30264,7473,12048,0,0,2600,0,1326,53711,74155
141,E14001361,Mid Cheshire,North West,County,116,Con,Lab,46.95,41.63,8.39,0,0,1.96,1.07,0,5.32,67.2,22022,19528,3934,0,0,921,502,0,46907,69775
142,E14001163,Chester North and Neston,North West,County,48.7,Lab,Con,38.47,50.32,6.19,0,0,2.23,2.79,0,11.85,74.6,20746,27137,3337,0,0,1202,1502,0,53924,72327
143,E14001164,Chester South and Eddisbury,North West,County,83.6,Con,Lab,59.23,21.51,15.3,0,0,2.11,1.03,0.82,37.72,76.7,32703,11877,8446,0,0,1163,569,451,55209,71975
144,E14001165,Chesterfield,East Midlands,Borough,none,Lab,Con,37,40.21,8.82,0,0,2.54,10.56,0.87,3.21,63.9,16720,18171,3985,0,0,1148,4771,391,45186,70722
145,E14001166,Chichester,South East,County,38.2,Con,LD,58.76,15.39,20.3,0,0,4.9,0,0.65,38.46,66.5,29981,7850,10359,0,0,2499,0,333,51022,76765
146,E14001167,Chingford and Woodford Green,London,Borough,22.3,Con,Lab,48.2,45.27,5.85,0,0,0.39,0.29,0,2.94,72.2,26322,24718,3193,0,0,213,160,0,54606,75677
147,E14001168,Chippenham,South West,County,96,Con,LD,56.38,11.67,30.26,0,0,1.69,0,0,26.13,70.5,28485,5896,15285,0,0,853,0,0,50519,71648
148,E14001169,Chipping Barnet,London,Borough,43.3,Con,Lab,47.55,40.34,9.83,0,0,2.16,0,0.12,7.2,76.7,27777,23568,5745,0,0,1261,0,71,58422,76187
149,E14001170,Chorley,North West,County,4.4,Spkr,Other,0,0,0,0,0,9.03,0,90.97,43.62,53.5,0,0,0,0,0,3600,0,36270,39870,74568
150,E14001171,Christchurch,South West,County,3,Con,LD,65.59,12.87,17.35,0,0,4.19,0,0,48.24,72.5,34037,6676,9003,0,0,2174,0,0,51890,71598
151,E14001172,Cities of London and Westminster,London,Borough,32.6,Con,Lab,40.33,28.87,28.23,0,0,1.94,0.2,0.43,11.47,71.3,21020,15044,14713,0,0,1010,103,226,52116,73140
152,E14001174,Clacton,East of England,County,7.9,Con,Lab,71.88,15.56,6.19,0,0,2.94,0,3.43,56.31,60.1,32825,7108,2829,0,0,1341,0,1566,45669,75959
153,E14001175,Clapham and Brixton Hill,London,Borough,91.6,Lab,LD,19.5,55.36,19.81,0,0,4.21,1.13,0,35.55,64.4,9481,26924,9633,0,0,2045,549,0,48632,75460
